"rating","track_duration","loudness","speechiness","instrumentalness","liveness","tempo","track_explicit","danceability","energy","key","mode","acousticness","valence","time_signature","adult standards","brill building pop","dance pop","mellow gold","motown","pop","pop rap","rap","rock","soft rock","soul"
8,-0.234371890205712,1.0851780853391,-0.515282859596262,-0.238963054665572,0.736847660430333,0.161159665660984,0,0.454,0.834,7,1,0.00248,0.596,4,0,0,0,0,0,0,0,0,0,0,0
9,-0.05672764146592,-0.761638140134991,-0.495975075778169,-0.239150172285263,-0.749211818625257,0.145794282747008,0,0.612,0.523,5,1,0.448,0.495,4,0,0,0,0,0,0,0,0,0,0,0
16,0.103083818527865,-0.351419068469433,-0.40909004859675,-0.238960143461842,-0.731750775648523,-0.100302561080331,0,0.615,0.845,5,0,0.0928,0.585,4,0,0,0,1,0,0,0,0,0,1,0
2,2.2344511657882,-1.03179590932904,-0.329445440347116,-0.227589709496676,0.437515495114897,-1.02759804742727,0,0.624,0.604,3,0,0.0474,0.76,4,0,0,0,0,0,0,0,0,0,0,0
56,0.226356970748428,0.644787705433633,-0.40909004859675,-0.239161744320087,-0.822797642598635,0.0420689938918237,0,0.543,0.902,1,1,0.0354,0.855,4,0,0,0,0,0,0,0,0,0,0,0
15,0.142836682836868,-0.977266113702784,-0.489941393335015,-0.236927395457956,1.17960982162608,1.06481610137104,0,0.661,0.763,6,0,0.0205,0.905,4,0,0,0,0,0,0,0,0,0,0,0
38,-1.02992372354512,-0.235716253384275,-0.464599927073768,-0.239161744320087,3.65533627225583,-0.227953434519515,0,0.545,0.607,0,1,0.242,0.767,4,1,1,0,0,1,0,0,0,0,0,1
30,-1.15210596291417,0.448259000384682,0.0325755062421298,-0.239161744320087,-0.504133608273244,0.773160359952607,0,0.544,0.725,1,0,0.0605,0.746,4,1,1,0,0,0,0,0,0,0,0,0
28,-0.9242215409862,0.766303341372351,-0.314964602483546,-0.239161744320087,0.0196976810287683,0.00546428214803987,0,0.682,0.784,8,1,0.177,0.942,4,0,1,0,0,0,0,0,0,0,0,0
9,-0.111418739088258,0.871487718722494,-0.0374152100984577,-0.239161744320087,-0.782263078545503,0.637558169481016,0,0.757,0.659,6,1,0.185,0.878,4,0,0,0,0,0,0,0,0,0,0,0
63,1.26905147422112,0.0341647148167496,0.00120035753772863,-0.237626084352955,0.649542445546664,0.760230515589099,0,0.333,0.927,9,0,0.0029,0.382,4,0,0,0,0,0,0,0,0,1,1,0
31,3.63103779829054,0.102257759101316,-0.294450082176822,0.219352843022621,-0.510369695050649,-0.0125157230333495,0,0.686,0.755,1,0,0.149,0.686,4,0,0,0,0,0,0,0,0,0,0,1
25,-0.828221210053372,-0.384081585646582,0.0482630805943306,0.260109695230862,-0.713042515316308,-0.727740271772708,0,0.746,0.916,9,1,0.518,0.971,4,0,0,0,0,0,0,0,0,0,0,1
62,2.52015396884617,-1.09656734169729,-0.540624325857509,-0.238821861284707,-0.795982469455794,0.393359613053306,0,0.519,0.372,1,1,0.0816,0.298,4,0,0,0,1,0,0,0,0,1,1,0
49,-0.0398548560292411,-1.36451070294713,-0.524936751505309,1.53667253046754,-0.273398397509262,-1.07684606958745,0,0.605,0.545,0,1,0.0902,0.865,4,0,0,0,0,0,0,0,0,1,0,0
44,1.89858091706548,0.39649721468869,0.685419946591403,-0.0404720898049133,3.75511366069431,0.293287632023821,0,0.228,0.896,9,0,0.0132,0.146,4,0,0,0,1,0,0,0,0,1,1,0
40,-0.854795847116142,0.584168287960788,-0.515282859596262,-0.239145441579203,0.930166350529885,-1.78848894398788,0,0.373,0.364,0,1,0.78,0.451,4,1,1,0,0,0,0,0,0,0,0,0
21,-0.818519358427282,-0.560680619197612,-0.345133014699317,-0.239105412527927,4.44731929298625,1.05754530246302,0,0.461,0.68,0,1,0.621,0.957,4,0,0,0,0,0,0,0,0,0,0,0
51,-0.215375461084761,-0.723439603097307,-0.487527920357753,-0.239161744320087,-0.491661434718434,0.163380303751116,0,0.637,0.528,4,1,0.744,0.702,4,1,1,0,1,0,0,0,0,0,1,0
40,-0.0747640672775422,-0.279450810282493,-0.238940203699804,-0.239075863810077,-0.819679599209932,0.051345530429632,0,0.718,0.755,2,1,0.281,0.832,4,0,0,0,0,0,0,0,0,0,0,0
27,-0.665122466000373,0.739453645048762,0.926767244317567,-0.239161744320087,0.668250705878879,0.0202924139111775,0,0.63,0.8,2,1,0.429,0.736,4,1,1,0,0,1,0,0,0,0,0,1
8,-0.309048511267702,0.890863788234363,-0.576826420516434,-0.239161744320087,0.637070271991854,-1.53411843243764,0,0.44,0.427,0,1,0.563,0.335,3,0,0,0,0,1,0,0,0,0,0,0
65,0.0282181059049458,0.230139817879648,-0.457359508141983,0.685145439688229,0.0196976810287683,0.574413250885819,0,0.725,0.853,2,1,0.0348,0.904,4,0,0,0,0,0,0,0,0,1,0,0
30,-0.808832052305879,-0.960934855114209,-0.561138846164233,-0.239161744320087,-0.373175785947741,-1.03995482389655,0,0.617,0.197,9,1,0.777,0.384,4,0,1,0,0,0,0,0,0,0,0,0
30,1.00505056415584,0.444660587475335,-0.340306068744793,1.24555215755154,-0.888276553761386,-1.11610122034203,0,0.682,0.572,5,0,0.191,0.844,4,1,0,0,0,0,0,0,0,0,0,0
13,-0.911421496861823,-0.0153826629350279,-0.516489596084893,-0.238818950080978,-0.472953174386219,-1.10249085785413,0,0.579,0.299,7,1,0.84,0.194,3,0,0,0,0,1,0,0,0,0,0,1
24,-0.922286988862857,0.878961345534215,-0.400642893176334,-0.239161744320087,1.0735963464102,-1.1341528590102,0,0.508,0.857,2,1,0.74,0.891,4,0,0,0,0,0,0,0,0,0,0,0
18,-0.978519909981995,-0.996918984207679,1.32499028556574,-0.238382997322536,-0.123732314851545,0.772479841828213,0,0.56,0.516,5,0,0.468,0.825,4,1,1,0,0,0,0,0,0,0,0,0
49,0.154283995025373,0.973350484156317,-0.375301426915087,-0.239161744320087,-0.335759265283311,-1.10682468380423,0,0.498,0.83,6,0,0.00461,0.453,4,0,0,0,0,0,0,0,0,0,0,0
63,0.840046358988873,-0.701849125641225,-0.354786906608363,-0.238605704407817,-0.779768643834541,0.167427595754098,0,0.632,0.727,11,0,0.0119,0.499,4,0,0,0,1,0,0,0,0,0,1,0
45,-0.0710840545917838,-1.60643477085246,-0.359613852562886,-0.238825500289369,0.799208528204382,-0.729925093119451,0,0.38,0.532,6,1,0.537,0.79,4,0,0,0,0,1,0,0,0,0,0,0
48,-1.03825829773065,-0.890350601892403,-0.543037798834771,-0.239161744320087,-0.912597292193265,-0.382323598527059,0,0.634,0.503,5,1,0.5,0.813,4,1,1,0,0,1,0,0,0,0,0,1
13,-0.368001441763271,0.478707109617618,-0.30651744706313,-0.239161744320087,-0.373175785947741,0.417750815301365,0,0.577,0.728,2,1,0.503,0.78,4,0,0,0,0,0,0,0,0,0,0,0
2,-0.617529574665189,-1.13338187376984,-0.521316542039416,-0.239161744320087,-0.360703612392931,-0.319071229701694,0,0.528,0.341,4,0,0.922,0.337,4,0,0,0,0,0,0,0,0,0,0,0
11,-1.65172950340079,-1.84891244074384,-0.131540656211662,0.0606922397833985,1.01747156541355,-1.25557161909966,0,0.567,0.458,4,1,0.428,0.829,4,0,0,0,0,0,0,0,0,0,0,0
31,-1.54134366833273,-0.188936885562764,-0.450119089210198,-0.238770187418515,2.51413239199073,0.577206956870179,0,0.548,0.694,0,1,0.811,0.924,4,1,1,0,0,0,0,0,0,0,0,0
34,-0.540802037442361,0.809207495291488,-0.485114447380492,-0.239161744320087,-0.877675206239798,-0.537875715066446,0,0.668,0.702,10,1,0.336,0.754,4,0,0,0,0,0,0,0,0,0,0,0
31,-1.06637475829022,-0.71319796635532,-0.112232872393568,-0.239161744320087,-0.0738436206323054,-0.0203595898355888,0,0.396,0.568,7,0,0.322,0.607,4,0,0,1,0,0,0,0,0,0,0,0
44,-1.08131299160355,1.17264719913554,-0.520109805550785,-0.23771342046483,-0.590815214479172,0.402313798900611,0,0.537,0.677,5,1,0.0151,0.324,4,0,1,0,1,0,0,0,0,1,1,0
22,-0.691682557558455,-1.0126966408102,-0.46822013653966,-0.238880813160223,0.331502019899014,-0.384902404051082,0,0.525,0.354,4,1,0.466,0.495,4,0,0,0,0,0,0,0,0,0,0,0
48,0.691682211183593,0.689906267296984,-0.499595285244061,-0.238693768320624,0.044642028138388,1.82026285293649,0,0.194,0.591,0,1,0.118,0.164,4,1,0,0,1,0,0,0,0,1,1,0
32,-1.07452024091482,0.356637871692847,-0.538210852880248,-0.239161744320087,0.306557672789394,-1.61355996927493,0,0.329,0.398,2,1,0.77,0.698,4,1,1,0,0,0,0,0,0,0,0,0
11,-1.29949556190544,-1.10154975957177,0.0977392766281941,3.53084708494218,-0.726138297548859,0.525738296619867,0,0.699,0.373,0,1,0.801,0.73,4,0,0,0,0,0,0,0,0,0,0,1
64,0.991901427918982,0.115821007759624,-0.271522088892837,-0.214270952435768,-0.834646207475704,-0.413663248992628,0,0.7,0.781,6,0,0.0874,0.385,4,0,0,0,0,0,0,0,0,0,1,0
53,-0.059244013776735,0.346119433957832,-0.354786906608363,-0.239161744320087,-0.242217963622238,0.724557039173434,0,0.502,0.451,4,0,0.283,0.531,4,0,0,0,0,0,0,0,0,0,0,0
34,0.279564426892713,0.000394993667493205,-0.494768339289538,-0.239135543486524,-0.335759265283311,0.134977626243464,0,0.671,0.784,7,0,0.239,0.904,4,0,0,1,0,0,0,0,0,0,0,0
17,-0.112975108089745,-0.618532026740191,-0.469426873028291,-0.239064946796092,-0.560258389269888,1.39776854791724,0,0.371,0.433,10,1,0.66,0.359,4,0,0,0,0,0,0,0,0,0,0,0
40,-0.249121031958119,0.021431869137522,-0.340306068744793,-0.239161744320087,1.25444286295494,-0.943321250232431,0,0.398,0.692,0,1,0.496,0.65,4,0,0,0,0,0,0,0,0,0,0,0
6,-0.727377226059843,0.537665721132303,0.63715048704617,-0.239075863810077,0.0259337678061732,-0.354243271709909,0,0.686,0.895,6,0,0.144,0.729,4,0,0,0,0,0,0,0,0,0,0,0
29,-0.176000779897615,0.82083313699861,-0.34995996065384,-0.238310217229307,-0.41059230661217,-0.366385147718855,0,0.704,0.869,11,0,0.00219,0.8,4,0,0,0,0,0,0,0,0,1,0,0
14,-0.848584916614881,-0.189490487548818,-0.528556960971201,-0.238614438019005,-0.77852142647906,-0.449623259355405,0,0.353,0.377,7,1,0.859,0.492,3,0,1,0,0,0,0,0,0,0,0,0
30,0.0947346988376461,0.0723632518544332,-0.476667291960076,-0.208739665350364,-0.707430037216644,-1.00105784057586,0,0.577,0.604,1,1,0.539,0.721,4,1,1,0,1,1,0,0,0,0,1,1
43,-1.35244119896536,-0.17924885080683,-0.45373929867609,4.02575171889939,-0.030191013190471,0.90041724921451,0,0.773,0.863,3,1,0.205,0.976,4,0,0,0,0,0,0,0,0,0,0,0
21,-1.23102987134471,-0.792916652347007,-0.415123731039904,-0.239128265477201,-0.497897521495839,0.750022743723171,0,0.749,0.738,3,1,0.168,0.979,4,0,0,0,0,0,0,0,0,0,0,0
59,0.227971521768662,0.695719088150545,-0.00845353437131804,-0.238720696955119,-0.0863157941871152,-0.757181634838648,0,0.701,0.79,9,1,0.301,0.421,4,0,0,0,1,0,0,0,0,1,0,0
52,0.0561454749035867,-0.102021373752383,0.0386091886852839,-0.239152719588526,0.0695863752480075,-0.0756606416285463,0,0.711,0.609,0,1,0.381,0.674,4,0,0,0,0,0,0,0,0,1,0,0
46,0.174982248194678,0.705407122906479,-0.530970433948463,-0.239161744320087,-0.516605781828054,-0.0456462106683791,0,0.523,0.747,11,1,0.0807,0.294,4,0,0,0,0,0,0,0,0,0,0,0
48,-0.411245227197104,-0.407056068067798,-0.558725373186972,-0.230137012759691,-0.602040170678501,-0.537804081579668,0,0.663,0.58,5,0,0.453,0.551,4,1,1,0,1,1,0,0,0,0,1,0
46,2.19859649673525,-0.0798772943102474,-0.400642893176334,-0.239153884070018,-0.772908948379396,-1.47416120400408,0,0.708,0.482,6,0,0.061,0.514,4,0,0,1,0,1,0,0,0,0,0,1
36,-0.903857834424691,-0.941558785602341,-0.508042440664477,-0.239161744320087,0.375154627340848,-0.119357068563396,0,0.555,0.37,0,1,0.559,0.965,4,1,1,0,0,1,0,0,0,0,0,1
35,-0.799319292240717,0.234845434761102,-0.552691690743818,-0.239161744320087,-0.154912748738569,-1.1198619783979,0,0.654,0.539,0,1,0.748,0.849,4,0,0,0,0,1,0,0,0,0,0,1
56,0.510357949758043,-0.347543854567059,-0.579239893493696,-0.238646461260025,-0.730503558293042,-0.851200586235354,0,0.586,0.463,6,0,0.129,0.551,4,1,0,0,1,0,0,0,0,0,1,0
5,-0.499667350188113,-0.975605307744624,-0.190670744154572,-0.239161744320087,-0.839011468219888,-1.50120284526294,0,0.356,0.549,9,1,0.35,0.784,4,0,0,0,0,0,0,0,0,0,0,0
54,-1.36407760271479,0.648939720329034,-0.430811305392105,-0.224460165487828,-0.366939699170336,-0.535655076976315,0,0.661,0.917,4,0,0.568,0.893,4,1,0,0,0,0,0,0,0,0,0,0
22,-0.890665061673771,-1.20258212202651,-0.4971818122668,-0.239161744320087,-0.863332206651767,2.09254173618135,0,0.386,0.322,7,0,0.715,0.508,3,0,0,0,0,0,0,0,0,0,0,0
20,-0.891246881861243,0.732533620223095,-0.14360802109797,-0.239161744320087,0.930166350529885,-0.583112261967033,0,0.626,0.808,2,1,0.178,0.663,4,0,0,0,0,0,0,0,0,0,0,0
24,-0.356946858201309,-1.56519142289148,-0.331858913324378,-0.231447054437813,-0.719278602093713,-1.12537775687984,0,0.486,0.41,4,1,0.744,0.926,4,0,0,0,0,0,0,0,0,0,0,0
29,-0.323972199076351,-0.963149263058423,0.137561580753011,-0.239140783653237,1.72838545803771,-1.47953371551246,0,0.443,0.618,1,1,0.77,0.636,4,1,0,0,0,0,0,0,0,0,0,0
52,0.426575842762121,-1.25462070871553,-0.248594095608851,-0.238222881117433,2.55778499943257,0.795008573420033,0,0.349,0.344,5,1,0.359,0.228,4,1,0,0,1,0,0,0,0,0,1,0
49,0.10986202371191,0.433865348747294,-0.486321183869123,-0.236789113280821,2.54531282587776,-0.518928657813548,0,0.464,0.839,4,1,0.0016,0.75,4,0,0,0,0,0,0,0,0,1,0,0
15,1.65401280126176,1.27395636258331,0.673352581705095,-0.235340789425564,4.85890102029498,0.348158882896109,0,0.465,0.978,0,1,0.00137,0.38,4,0,0,0,0,0,0,0,0,1,1,0
57,-0.494067330883698,-0.988061352430825,-0.479080764937338,0.881651691406533,-0.554022302492483,-0.290847635910988,0,0.649,0.825,10,0,0.00606,0.961,4,0,0,0,0,1,0,0,0,0,1,0
32,0.35189922170013,-0.306577307599109,-0.330652176835747,-0.238128266996235,-0.665648255808031,-0.710404967972325,0,0.942,0.595,8,0,0.152,0.958,4,0,0,1,0,0,0,0,0,0,0,0
6,-0.117236940962975,1.44114416237143,0.109806641514502,-0.237546026250403,-0.504133608273244,-0.214772872952282,0,0.423,0.908,1,1,0.00152,0.387,4,0,0,0,0,0,0,0,0,0,0,0
50,-0.389921517326266,0.852665251196679,-0.179810115756894,-0.239161744320087,-0.541550128937674,-1.08683894099304,0,0.525,0.931,9,1,0.00831,0.75,4,0,0,0,0,0,0,0,0,0,0,0
47,0.150793073900543,-1.42070130453155,-0.200324636063618,-0.239109124312682,0.468695929001922,2.08122364527036,0,0.464,0.525,2,1,0.192,0.565,4,1,0,0,0,0,0,0,0,0,1,0
64,-0.830810309887621,-0.706554742522679,-0.506835704175846,-0.239043840569056,-0.697452298372796,-0.595397404949536,0,0.769,0.367,2,1,0.684,0.535,4,0,0,0,0,0,0,0,0,0,0,1
17,-0.558649371693055,-0.439718585244948,-0.530970433948463,-0.239161744320087,-0.554022302492483,-0.337409402316975,0,0.655,0.52,11,0,0.0981,0.759,4,0,0,0,1,0,0,0,0,1,1,0
22,-0.423463451134009,-1.45364062270172,-0.45253256218746,-0.239081686217535,-0.491661434718434,-0.336764700935969,0,0.732,0.336,2,1,0.828,0.603,4,0,0,0,0,0,0,0,0,0,0,0
20,-0.841792165926149,0.53545131318809,-0.521316542039416,-0.218419417749821,-0.554022302492483,-0.554566317485824,0,0.724,0.585,7,1,0.0582,0.471,4,0,0,0,0,0,0,0,0,0,0,0
51,-1.09977123705109,0.14709951997164,-0.533383906925724,-0.0106322515810228,-0.809078251688344,-0.110868500380151,0,0.708,0.67,3,1,0.471,0.94,4,0,0,0,0,0,0,0,0,0,0,1
18,-0.961647124545316,1.07742765753435,1.30085555579312,-0.239161744320087,1.79074632581176,0.305250424315821,0,0.6,0.912,1,1,0.133,0.824,4,0,0,0,0,0,0,0,0,0,0,0
18,-1.26788818022104,-1.36949312082161,0.0687776009010544,-0.239161744320087,0.406335061227873,1.79644471858266,0,0.483,0.478,6,1,0.749,0.913,4,0,0,0,0,0,0,0,0,0,0,0
32,-0.286153886890692,-1.197322903159,-0.271522088892837,-0.201607216213922,-0.098787967741925,0.156646755993942,0,0.805,0.473,10,1,0.24,0.519,4,0,0,0,0,0,0,0,0,0,0,0
31,-0.648046043498079,0.123571435564371,-0.547864744789294,-0.234212697980515,2.23350848700751,-0.58003202203556,0,0.404,0.498,2,1,0.149,0.381,4,1,0,0,1,0,0,0,0,0,1,0
49,-0.61720957356208,-0.00292661824882674,-0.243767149654328,-0.239161744320087,-0.111260141296735,-1.14074313979382,0,0.602,0.591,1,0,0.739,0.837,4,1,1,0,0,0,0,0,0,0,0,0
14,-0.873792276237092,-0.599432758221349,-0.493561602800907,-0.239161744320087,-0.522841868605459,0.0614816688087816,0,0.692,0.447,4,1,0.587,0.557,4,0,0,0,0,0,0,0,0,0,0,0
38,0.58151455868583,0.271936767826679,-0.520109805550785,-0.239161744320087,-0.260926223954453,-1.25474783400171,0,0.502,0.699,10,1,0.313,0.653,4,0,0,0,1,0,0,0,0,0,1,0
6,-1.29891374171796,0.664163774945502,-0.521316542039416,6.18732048780072,1.09230460674241,-0.801630213384672,0,0.689,0.89,0,1,0.655,0.963,4,0,0,0,0,0,0,0,0,0,0,0
48,-0.0295711842156791,-1.27427357922042,-0.458566244630614,-0.239145659919483,-0.834646207475704,-1.62340957370696,0,0.23,0.273,5,1,0.871,0.0868,4,1,1,0,1,1,0,0,0,0,1,1
28,-1.38076129659054,-0.599986360207402,-0.209978527972665,-0.239161744320087,0.26290506534756,0.501633628318922,0,0.602,0.411,7,1,0.463,0.719,4,0,0,0,0,0,0,0,0,0,0,0
49,-0.29799392770574,1.35312144658894,0.272716067479663,-0.239161744320087,-0.0239549264130661,-1.088952128853,0,0.58,0.922,1,1,0.0917,0.649,4,0,0,1,0,0,0,0,0,0,0,0
52,-0.720584475371111,-1.14140910256761,-0.502008758221323,-0.239161744320087,-0.373175785947741,-1.51155388410243,0,0.69,0.189,0,1,0.897,0.735,4,1,1,0,0,0,0,0,0,0,0,0
27,-0.391274249262138,0.14128669911808,-0.133954129188923,-0.239161744320087,-0.73985768845915,-1.52018571925923,0,0.574,0.469,10,1,0.472,0.746,4,0,0,0,0,0,0,0,0,0,0,0
36,-0.79622109974243,0.0333343118376695,-0.341512805233424,-0.239161744320087,-0.768543687635212,-1.22226204774769,0,0.581,0.395,8,1,0.747,0.695,4,0,1,0,0,0,0,0,0,0,0,0
55,-0.308263054014616,-0.461862664687083,-0.493561602800907,-0.234896830856867,0.668250705878879,2.87549574666973,0,0.595,0.447,1,0,0.627,0.787,4,0,0,0,0,0,0,0,0,0,0,0
59,0.801849863681357,-1.65487494463213,-0.489941393335015,-0.238855340127593,-0.441772740499195,-1.10732611821167,0,0.533,0.245,8,1,0.707,0.236,4,1,1,0,1,0,0,0,0,0,1,0
41,-0.797384740117373,0.782357798967899,-0.179810115756894,0.227358653277811,4.47226364009587,-0.722367760264325,0,0.353,0.703,1,0,0.54,0.608,4,1,1,0,0,1,0,0,0,0,0,0
24,-0.00533837340748351,-1.05587759572236,-0.45373929867609,-0.239075863810077,-0.766672861601991,0.246188614466995,0,0.802,0.539,2,0,0.103,0.852,4,1,1,0,1,0,0,0,0,0,1,0
20,-0.723493576308469,0.288821628401307,-0.582860102959588,-0.239161744320087,2.33328587544599,-1.06144486993008,0,0.463,0.493,0,1,0.363,0.365,4,0,0,0,0,1,0,0,0,0,0,1
30,-1.23837535121154,-2.16612637875243,-0.415123731039904,5.30668135972981,1.98406501591131,-0.0376948936359722,0,0.582,0.438,8,1,0.927,0.837,4,1,1,0,0,0,0,0,0,0,0,0
11,-0.595144042952216,-2.30674128320999,-0.537004116391617,-0.238636999847906,-0.541550128937674,-1.47337323564952,0,0.61,0.232,3,1,0.86,0.539,4,0,0,0,0,0,0,0,0,0,0,0
34,0.671900324809556,-0.982802133563318,-0.418743940505797,-0.237909926716548,-0.653176082253221,-0.242208498388425,0,0.705,0.751,4,0,0.0646,0.833,4,0,0,0,1,0,0,0,0,0,1,0
54,0.334648253141595,1.55933818639382,1.83181961079068,-0.239161744320087,-0.946895769468992,-0.874660553155294,0,0.711,0.761,8,1,0.067,0.718,4,0,0,1,0,0,1,1,0,0,0,0
54,-0.462649040760227,-0.418958510767945,-0.492354866312277,-0.239150827306102,1.29185938361937,-1.26603010816931,0,0.259,0.473,6,1,0.512,0.232,4,1,1,0,1,0,0,0,0,0,0,0
38,-0.0893095719643342,-0.710153155432026,-0.347546487676578,-0.239012545128967,-0.670013516552215,0.112663795111979,0,0.772,0.669,1,0,0.0373,0.96,4,0,0,0,1,0,0,0,0,1,0,0
37,0.49872154600861,-1.11096099333468,-0.226872838813496,-0.238607160009682,-0.167384922293379,1.59418756866373,0,0.382,0.772,11,0,0.000397,0.619,4,0,0,0,1,0,0,0,0,1,1,0
7,-0.50512191444566,-1.75563050609384,-0.357200379585625,-0.239161744320087,0.649542445546664,-0.916852676867796,0,0.693,0.398,10,0,0.0234,0.8,4,0,0,0,0,1,0,0,0,0,0,0
22,-0.654256973999339,0.179208435162737,-0.397022683710442,-0.239161744320087,-0.00524666608085133,0.734155926401745,0,0.393,0.518,7,1,0.422,0.716,3,1,1,0,0,1,0,0,0,0,0,1
54,-0.9234506292378,-0.122781448229385,-0.3053107105745,-0.239091220409748,0.842861135646216,3.14569725879801,0,0.326,0.441,5,1,0.737,0.622,3,1,0,0,0,0,0,0,0,0,0,1
52,-0.144000669586673,1.22662339277574,-0.492354866312277,-0.23686189337405,-0.572730562824698,0.473839835448885,0,0.69,0.862,8,1,0.0394,0.749,4,0,0,0,0,0,0,0,1,0,0,0
31,-0.815232074368067,-1.33544659867932,-0.584066839448219,-0.239161744320087,-0.730503558293042,-0.841386798546707,0,0.59,0.374,7,1,0.389,0.639,4,0,0,0,0,1,0,0,0,0,0,1
18,-0.86273769267513,-0.643167315119566,-0.329445440347116,0.13201673114782,-0.154912748738569,-0.299873455245071,0,0.798,0.647,4,1,0.0366,0.854,4,0,1,0,0,0,0,0,0,0,0,0
50,0.808438977304474,0.364941901483647,-0.565965792118757,-0.238353885285245,-0.454244914054005,0.992681180185145,0,0.496,0.44,0,1,0.117,0.208,4,0,0,0,0,0,0,0,0,1,0,0
36,-1.38192493696549,1.03507710560127,-0.500802021732692,-0.2391014096228,-0.497897521495839,-1.54923309814789,0,0.321,0.468,2,1,0.898,0.411,4,1,1,0,0,1,0,0,0,0,0,1
29,-0.997530884607632,0.482859124513018,-0.139987811632077,-0.239161744320087,0.181835937241296,0.556218345244095,0,0.669,0.581,10,1,0.511,0.659,4,1,1,0,0,1,0,0,0,0,0,0
42,0.136625752335607,-0.96923888490501,-0.255834514540636,-0.227007468750843,-0.805960208299642,-0.568284130203895,0,0.665,0.64,10,0,0.0166,0.672,4,0,0,0,0,0,0,0,0,0,0,0
29,-0.378081476511218,1.25707150200868,-0.263074933472421,-0.23868285130664,-0.547786215715078,2.86758024638071,0,0.271,0.768,2,1,0.389,0.662,4,0,0,0,0,1,0,0,0,0,0,1
52,-0.285382975142292,-0.93408515879062,-0.319791548438069,-0.239154175190391,0.213016371128321,2.40661875896143,0,0.166,0.433,11,1,0.732,0.277,4,1,1,0,1,1,0,0,0,0,0,0
26,-0.91451968936011,-0.994427775270439,-0.368061007983302,-0.208011864418074,0.824152875314002,1.85421712566947,0,0.399,0.62,7,1,0.194,0.594,4,0,0,0,1,0,0,0,0,1,0,0
29,-0.799130200679788,0.211317350353833,-0.287209663245037,-0.23891793100777,-0.416828393389575,0.362127412817904,0,0.735,0.724,10,1,0.686,0.96,4,0,0,0,0,1,0,0,0,0,0,0
5,0.0328726674047193,-0.0300531155654428,0.109806641514502,-0.236294208646864,0.930166350529885,0.483438722677197,0,0.529,0.88,5,1,0.0883,0.784,4,0,0,0,0,0,0,0,0,0,0,0
